OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD2000,2023-07-3,C96494,Tablet,1,179.22,446,Online,Cancelled,TRK14675,6,FREESHIP,Instagram,179.22
ORD2000,2024-12-3,C36778,Tablet,1,388.33,434,Cash,Returned,TRK67610,2,SAVE10,Facebook,388.33
ORD2000,2024-09-0,C30513,Tablet,1,586.44,232,Online,Returned,TRK64320,5,SAVE10,Facebook,586.44
ORD2000,2024-05-1,C67551,Phone,4,488.78,512,Online,Returned,TRK94992,5,FREESHIP,Google,1955.12
ORD2000,2025-03-2,C48120,Chair,1,280.25,623,Online,Pending,TRK11014,5,WINTER15,Email,280.25
ORD2000,2025-06-2,C95984,Printer,3,344.4,565,Online,Cancelled,TRK67434,3,,Facebook,1033.2
ORD2000,2023-05-2,C54298,Tablet,3,479.21,566,Cash,Cancelled,TRK62902,5,WINTER15,Referral,1437.63
ORD2000,2023-01-2,C88036,Printer,5,314.27,842,Cash,Returned,TRK52470,6,SAVE10,Instagram,1571.35
ORD2000,2023-01-1,C60190,Phone,4,474.69,202,Gift Card,Cancelled,TRK70857,6,SAVE10,Google,1898.76
ORD2000,2024-09-1,C97603,Chair,4,593.27,811,Online,Shipped,TRK47055,5,,Facebook,2373.08
ORD2000,2024-08-2,C39256,Desk,1,417.1,634,Debit Card,Returned,TRK23412,3,FREESHIP,Referral,417.1
ORD2000,2024-03-2,C61618,Desk,4,122.2,104,Cash,Delivered,TRK43458,7,FREESHIP,Facebook,488.8
ORD2000,2023-08-2,C36497,Desk,2,43.15,691,Debit Card,Pending,TRK12102,3,WINTER15,Email,86.3
ORD2000,2025-02-0,C96695,Chair,1,564.86,813,Debit Card,Shipped,TRK64283,6,WINTER15,Referral,564.86
ORD2000,2025-06-2,C49720,Printer,3,130.61,752,Debit Card,Cancelled,TRK55785,4,FREESHIP,Facebook,391.83
ORD2000,2023-12-3,C97735,Monitor,5,81.7,385,Credit Car ,Delivered,TRK13743,6,,Instagram,408.5
ORD2000,2024-11-1,C18104,Chair,5,127.18,715,Cash,Cancelled,TRK15488,9,SAVE10,Referral,635.9
ORD2000,2024-12-0,C25587,Printer,4,12.1,440,Debit Card,Cancelled,TRK55105,8,,Google,48.4
ORD2000,2023-12-1,C41598,Chair,3,490.92,709,Credit Car ,Pending,TRK81665,5,FREESHIP,Email,1472.76
ORD2000,2023-05-1,C43338,Monitor,3,478.65,552,Online,Shipped,TRK35241,4,,Referral,1435.95
ORD2000,2023-05-2,C25123,Desk,1,629.21,384,Gift Card,Pending,TRK27812,2,FREESHIP,Instagram,629.21
ORD2000,2025-06-1,C37454,Monitor,3,434.45,923,Credit Car ,Pending,TRK28252,4,,Referral,1303.35
ORD2000,2024-12-2,C19451,Tablet,4,589.44,942,Gift Card,Returned,TRK87787,5,,Facebook,2357.76
ORD2000,2023-05-0,C17269,Monitor,4,433.45,129,Gift Card,Cancelled,TRK79608,4,,Facebook,1733.8
ORD2000,2023-06-2,C25382,Phone,5,90.87,622,Cash,Pending,TRK64691,5,,Instagram,454.35
ORD2000,2023-09-2,C80651,Tablet,3,398.17,917,Debit Card,Delivered,TRK14846,5,SAVE10,Email,1194.51
ORD2000,2024-03-3,C58638,Laptop,4,382.88,239,Cash,Cancelled,TRK38224,6,WINTER15,Email,1531.52
ORD2000,2024-05-2,C50121,Phone,1,583.18,348,Credit Car ,Returned,TRK79810,5,,Google,583.18
ORD2000,2024-08-0,C32029,Printer,4,175.36,146,Debit Card,Delivered,TRK68535,4,FREESHIP,Instagram,701.44
ORD2000,2025-03-1,C76700,Tablet,2,311.91,103,Online,Shipped,TRK13036,2,,Facebook,623.82
ORD20008,2023-06-2,C29041,Phone,3,589.56,591,Online,Returned,TRK28840,6,,Facebook,1768.68
ORD20008,2023-06-0,C29314,Monitor,2,394.3,496,Cash,Shipped,TRK59876,6,FREESHIP,Email,788.6
ORD20008,2024-01-0,C65799,Tablet,4,565.2,971,Debit Card,Shipped,TRK66906,9,SAVE10,Google,2260.8
ORD20008,2023-08-2,C15681,Laptop,4,540.41,989,Credit Car ,Cancelled,TRK75112,6,,Referral,2161.64
ORD20008,2023-08-2,C64160,Monitor,2,165.49,967,Online,Shipped,TRK34121,4,WINTER15,Instagram,330.98
ORD20008,2024-09-0,C14553,Tablet,3,146.73,768,Cash,Delivered,TRK93538,8,FREESHIP,Email,440.19
ORD20008,2024-06-1,C88205,Printer,5,643.03,447,Online,Cancelled,TRK93504,5,FREESHIP,Referral,3215.15
ORD20008,2024-10-1,C91245,Tablet,3,225.11,915,Cash,Shipped,TRK46976,4,SAVE10,Facebook,675.33
ORD20008,2025-06-0,C75439,Desk,3,114.81,318,Gift Card,Cancelled,TRK19831,7,,Google,344.43
ORD20008,2025-02-2,C17181,Printer,5,455.33,291,Credit Car ,Cancelled,TRK78912,8,FREESHIP,Google,2276.65
ORD20009,2023-09-1,C36540,Chair,4,182.08,611,Gift Card,Delivered,TRK35828,4,SAVE10,Email,728.32
ORD20009,2023-03-1,C98216,Laptop,5,492.75,196,Cash,Shipped,TRK40986,6,WINTER15,Referral,2463.75
ORD20009,2024-06-1,C29568,Printer,4,48.61,203,Online,Shipped,TRK46531,7,FREESHIP,Facebook,194.44
ORD20009,2023-01-1,C97262,Desk,4,431.01,837,Credit Car ,Returned,TRK65990,7,,Referral,1724.04
ORD20009,2023-02-1,C79821,Chair,1,531.18,781,Gift Card,Returned,TRK12780,6,WINTER15,Instagram,531.18
ORD20009,2023-03-2,C76761,Printer,4,117.51,839,Debit Card,Returned,TRK60179,7,,Referral,470.04
ORD20009,2024-06-0,C93007,Phone,2,232.83,103,Gift Card,Delivered,TRK85696,7,,Instagram,465.66
ORD20009,2025-01-2,C15624,Tablet,5,619.52,922,Debit Card,Pending,TRK40621,9,,Email,3097.6
ORD20009,2023-01-1,C70921,Printer,2,228.54,533,Debit Card,Pending,TRK54983,3,,Email,457.08
ORD20009,2025-04-1,C30477,Printer,1,201.58,717,Debit Card,Cancelled,TRK51829,2,WINTER15,Email,201.58
ORD20010,2023-02-1,C74866,Phone,3,664.79,743,Online,Delivered,TRK53783,6,,Facebook,1994.37
ORD20010,2023-11-2,C15283,Printer,1,381.02,152,Cash,Shipped,TRK19286,6,,Google,381.02
ORD20010,2023-03-0,C18037,Laptop,2,70.34,944,Gift Card,Cancelled,TRK47362,3,FREESHIP,Email,140.68
ORD20010,2025-01-2,C62656,Phone,4,218.43,514,Credit Car ,Cancelled,TRK86296,9,SAVE10,Email,873.72
ORD20010,2024-07-3,C65744,Phone,1,582.04,647,Gift Card,Delivered,TRK39906,1,FREESHIP,Email,582.04
ORD20010,2024-10-2,C72290,Printer,3,185.4,810,Gift Card,Cancelled,TRK68792,7,,Facebook,556.2
ORD20010,2023-09-0,C73514,Desk,3,465.05,126,Credit Car ,Cancelled,TRK96777,3,SAVE10,Email,1395.15
ORD20010,2023-03-2,C16775,Printer,5,670.75,848,Gift Card,Shipped,TRK34392,8,FREESHIP,Instagram,3353.75
ORD20010,2024-12-2,C33099,Laptop,5,48.38,522,Gift Card,Delivered,TRK28522,9,WINTER15,Email,241.9
ORD20010,2023-09-1,C51157,Desk,3,592.87,131,Gift Card,Shipped,TRK18674,3,FREESHIP,Referral,1778.61
ORD2001,2024-04-2,C74562,Tablet,1,220.77,388,Gift Card,Pending,TRK32062,5,FREESHIP,Instagram,220.77
ORD2001,2025-05-0,C95271,Desk,3,309.22,620,Online,Cancelled,TRK74904,7,FREESHIP,Google,927.66
ORD2001,2023-01-0,C81366,Monitor,1,410.6,423,Online,Cancelled,TRK17062,2,WINTER15,Referral,410.6
ORD2001,2024-01-1,C65905,Laptop,5,190.08,605,Cash,Shipped,TRK73954,9,FREESHIP,Instagram,950.4
ORD2001,2025-01-2,C77272,Monitor,5,498.48,115,Online,Pending,TRK29708,8,SAVE10,Google,2492.4
ORD2001,2023-11-2,C32580,Phone,5,374.99,122,Online,Shipped,TRK23670,9,SAVE10,Facebook,1874.95
ORD2001,2023-03-1,C47761,Printer,4,291.35,109,Credit Car ,Cancelled,TRK66669,6,WINTER15,Facebook,1165.4
ORD2001,2023-03-0,C49187,Tablet,1,535.5,593,Gift Card,Cancelled,TRK81888,5,WINTER15,Referral,535.5
ORD2001,2023-10-0,C27898,Printer,5,502.71,807,Gift Card,Shipped,TRK61957,7,FREESHIP,Google,2513.55
ORD2001,2025-06-1,C14683,Desk,2,534.67,187,Debit Card,Shipped,TRK47373,7,FREESHIP,Referral,1069.34
ORD2001,2023-04-1,C58108,Tablet,4,629.34,986,Cash,Cancelled,TRK66218,4,WINTER15,Instagram,2517.36
ORD2001,2023-11-3,C89822,Desk,1,410.78,673,Cash,Cancelled,TRK24138,1,FREESHIP,Instagram,410.78
ORD2001,2024-04-1,C96787,Laptop,2,533.02,588,Gift Card,Shipped,TRK30422,2,,Facebook,1066.04
ORD2001,2023-07-0,C86064,Desk,3,278.04,727,Online,Delivered,TRK62182,5,,Instagram,834.12
ORD2001,2024-07-2,C97148,Printer,4,283.79,563,Online,Pending,TRK85321,8,,Google,1135.16
ORD2001,2024-11-0,C91099,Phone,2,512.65,758,Credit Car ,Shipped,TRK81846,5,SAVE10,Email,1025.3
ORD2001,2025-05-0,C55606,Desk,4,275.5,353,Gift Card,Shipped,TRK68250,8,FREESHIP,Google,1102
ORD2001,2023-08-1,C71486,Desk,3,469.32,365,Debit Card,Shipped,TRK73929,3,,Google,1407.96
ORD2001,2023-02-1,C86408,Tablet,4,21.07,244,Gift Card,Delivered,TRK41432,4,FREESHIP,Google,84.28
ORD2001,2023-10-2,C52751,Laptop,4,263.93,427,Debit Card,Shipped,TRK72481,4,FREESHIP,Facebook,1055.72
ORD2001,2025-01-2,C29059,Desk,3,501.3,513,Online,Cancelled,TRK88360,3,WINTER15,Facebook,1503.9
ORD2001,2023-01-0,C72862,Tablet,1,84.8,606,Gift Card,Pending,TRK51648,5,,Instagram,84.8
ORD2001,2023-03-2,C96257,Tablet,4,450.75,583,Credit Car ,Shipped,TRK13137,6,WINTER15,Email,1803
ORD2001,2025-06-2,C87432,Chair,4,302.05,636,Debit Card,Cancelled,TRK68969,6,SAVE10,Google,1208.2
ORD2001,2025-06-2,C16253,Laptop,2,199.7,583,Cash,Pending,TRK17354,4,,Email,399.4
ORD2001,2023-08-0,C79909,Printer,2,68.81,642,Gift Card,Shipped,TRK86742,5,SAVE10,Referral,137.62
ORD2001,2024-04-2,C73370,Laptop,1,44.35,595,Gift Card,Cancelled,TRK67820,1,SAVE10,Instagram,44.35
ORD2001,2024-11-2,C50682,Monitor,2,250.98,598,Credit Car ,Delivered,TRK12242,5,,Google,501.96
ORD2001,2023-12-2,C21905,Tablet,1,298.06,478,Debit Card,Pending,TRK31863,3,WINTER15,Google,298.06
ORD2001,2023-04-1,C61440,Phone,1,583.9,714,Cash,Returned,TRK33114,1,,Email,583.9
ORD20014,2025-05-3,C33110,Chair,3,528.14,388,Online,Delivered,TRK38624,3,FREESHIP,Email,1584.42
ORD20014,2023-11-1,C80004,Printer,3,684.14,151,Cash,Cancelled,TRK66230,3,WINTER15,Instagram,2052.42
ORD20014,2023-09-0,C86374,Desk,5,272.77,573,Cash,Pending,TRK79451,7,WINTER15,Email,1363.85
ORD20014,2024-06-1,C66521,Chair,4,400.07,933,Online,Shipped,TRK34654,5,,Referral,1600.28
ORD20014,2023-08-0,C63365,Desk,5,219.78,895,Credit Car ,Pending,TRK80100,8,,Facebook,1098.9
ORD20014,2024-03-0,C85929,Printer,3,146.91,798,Credit Car ,Delivered,TRK29318,6,FREESHIP,Google,440.73
ORD20014,2025-04-3,C84645,Tablet,2,411.49,404,Credit Car ,Returned,TRK68893,4,,Instagram,822.98
ORD20014,2025-05-0,C46316,Laptop,2,465.18,893,Credit Car ,Cancelled,TRK16196,2,SAVE10,Google,930.36
ORD20014,2024-12-1,C35100,Phone,2,319.91,139,Credit Car ,Cancelled,TRK56853,3,WINTER15,Google,639.82
ORD20014,2023-12-2,C39671,Laptop,1,217.56,174,Debit Card,Delivered,TRK47153,3,,Facebook,217.56
ORD2001,2023-12-1,C25503,Phone,2,105.57,981,Debit Card,Returned,TRK29878,5,WINTER15,Google,211.14
ORD2001,2023-12-0,C32960,Printer,5,444.76,947,Debit Card,Returned,TRK91226,7,,Email,2223.8
ORD2001,2025-01-0,C77736,Chair,2,399.04,659,Cash,Cancelled,TRK90329,3,FREESHIP,Referral,798.08
ORD2001,2024-12-1,C71570,Chair,4,534.48,437,Online,Returned,TRK95992,9,WINTER15,Instagram,2137.92
ORD2001,2023-07-2,C73587,Phone,4,408.21,727,Credit Car ,Pending,TRK13955,9,,Instagram,1632.84
ORD2001,2023-02-2,C62740,Phone,1,424.4,446,Online,Shipped,TRK20706,6,WINTER15,Referral,424.4
ORD2001,2024-11-0,C58808,Chair,2,269.83,651,Online,Delivered,TRK24451,4,SAVE10,Email,539.66
ORD2001,2025-02-2,C50422,Monitor,2,564.58,636,Online,Returned,TRK71227,4,WINTER15,Facebook,1129.16
ORD2001,2024-05-1,C23334,Tablet,1,331.06,737,Credit Car ,Pending,TRK46335,5,WINTER15,Instagram,331.06
ORD2001,2023-10-3,C48965,Printer,1,299.35,819,Credit Car ,Cancelled,TRK50921,5,WINTER15,Email,299.35
ORD2001,2023-02-1,C38669,Monitor,4,101.32,240,Cash,Pending,TRK81738,7,,Referral,405.28
ORD2001,2024-03-2,C35091,Monitor,1,211.14,513,Credit Car ,Cancelled,TRK53784,1,SAVE10,Facebook,211.14
ORD2001,2023-07-2,C82313,Chair,3,65.86,917,Online,Pending,TRK79854,8,WINTER15,Google,197.58
ORD2001,2025-06-2,C99589,Tablet,1,641.39,277,Online,Cancelled,TRK16695,1,,Referral,641.39
ORD2001,2023-12-2,C70566,Desk,5,536.58,667,Gift Card,Pending,TRK49673,5,SAVE10,Google,2682.9
ORD2001,2024-09-1,C60355,Monitor,2,500.29,226,Online,Returned,TRK30155,7,WINTER15,Google,1000.58
ORD2001,2025-03-0,C28889,Chair,3,86.29,565,Cash,Delivered,TRK23791,6,WINTER15,Instagram,258.87
ORD2001,2023-05-2,C88304,Chair,2,384.14,219,Online,Returned,TRK44268,2,WINTER15,Email,768.28
ORD2001,2025-01-0,C49517,Printer,1,594.96,878,Cash,Returned,TRK78551,6,,Facebook,594.96
ORD2001,2024-04-0,C35785,Printer,1,427.82,732,Online,Delivered,TRK78923,2,WINTER15,Email,427.82
ORD2001,2025-04-0,C80223,Desk,4,662.94,535,Cash,Cancelled,TRK68632,8,SAVE10,Instagram,2651.76
ORD2001,2023-08-1,C20448,Tablet,2,148.22,336,Credit Car ,Delivered,TRK67379,7,WINTER15,Instagram,296.44
ORD2001,2025-04-0,C34134,Printer,1,254.12,365,Online,Delivered,TRK43074,1,WINTER15,Email,254.12
ORD2001,2024-03-2,C95901,Phone,3,664.46,806,Online,Delivered,TRK56989,4,FREESHIP,Google,1993.38
ORD2001,2024-04-1,C51145,Printer,4,600.81,790,Debit Card,Delivered,TRK59154,9,SAVE10,Email,2403.24
ORD2001,2025-02-0,C78170,Chair,5,68.34,332,Debit Card,Pending,TRK71410,6,WINTER15,Referral,341.7
ORD2001,2025-06-2,C80151,Tablet,4,430.83,553,Gift Card,Pending,TRK88251,8,WINTER15,Referral,1723.32
ORD2001,2023-08-0,C55632,Chair,5,431.69,354,Credit Car ,Pending,TRK13003,10,,Facebook,2158.45
ORD2001,2024-04-1,C53070,Chair,4,512.06,283,Online,Delivered,TRK49791,5,SAVE10,Google,2048.24
ORD2001,2024-11-2,C27401,Laptop,3,539.91,500,Credit Car ,Delivered,TRK14332,8,,Email,1619.73
ORD20018,2023-03-1,C87216,Tablet,5,316.07,970,Cash,Returned,TRK18713,10,,Google,1580.35
ORD20018,2024-08-3,C38966,Printer,5,404.39,247,Online,Shipped,TRK17205,10,,Referral,2021.95
ORD20018,2025-03-1,C16612,Desk,1,600.54,596,Debit Card,Pending,TRK96188,4,WINTER15,Google,600.54
ORD20018,2024-04-1,C39246,Monitor,5,186.28,258,Debit Card,Delivered,TRK16658,8,SAVE10,Email,931.4
ORD20018,2024-04-0,C65180,Tablet,4,214.54,231,Gift Card,Cancelled,TRK39255,7,,Referral,858.16
ORD20018,2025-02-0,C46877,Laptop,1,210.7,572,Online,Shipped,TRK96935,2,WINTER15,Referral,210.7
ORD20018,2023-12-0,C30334,Phone,2,133.55,322,Cash,Pending,TRK66388,7,FREESHIP,Facebook,267.1
ORD20018,2023-02-0,C21227,Chair,1,590.87,689,Gift Card,Returned,TRK79129,6,FREESHIP,Referral,590.87
ORD20018,2025-03-1,C97715,Chair,2,363.91,927,Gift Card,Shipped,TRK19515,2,FREESHIP,Referral,727.82
ORD20018,2023-07-0,C48939,Printer,5,429.45,597,Gift Card,Cancelled,TRK62786,5,WINTER15,Email,2147.25
ORD20019,2024-08-3,C35483,Printer,3,223.7,725,Cash,Returned,TRK79638,3,SAVE10,Email,671.1
ORD20019,2025-03-0,C51494,Laptop,2,488.87,505,Online,Cancelled,TRK58520,4,FREESHIP,Google,977.74
ORD20019,2023-08-1,C58410,Desk,1,645.46,151,Gift Card,Cancelled,TRK19749,5,SAVE10,Google,645.46
ORD20019,2023-07-2,C11644,Printer,1,46.66,429,Cash,Cancelled,TRK81320,6,,Google,46.66
ORD20019,2024-06-0,C53501,Monitor,1,249.57,899,Cash,Shipped,TRK90144,3,FREESHIP,Google,249.57
ORD20019,2024-04-2,C63619,Chair,3,619.21,801,Debit Card,Cancelled,TRK65385,6,,Email,1857.63
ORD20019,2025-01-2,C40882,Desk,4,217.13,719,Cash,Delivered,TRK64165,8,WINTER15,Email,868.52
ORD20019,2023-08-2,C80135,Laptop,5,221.51,723,Cash,Returned,TRK95222,5,WINTER15,Referral,1107.55
ORD20019,2024-06-1,C37594,Laptop,4,340.3,926,Cash,Cancelled,TRK94405,8,SAVE10,Referral,1361.2
ORD20019,2025-01-2,C87524,Phone,1,625,358,Online,Returned,TRK21114,5,WINTER15,Google,625
ORD20020,2025-06-0,C97681,Tablet,5,433.26,895,Credit Car ,Delivered,TRK37531,9,SAVE10,Google,2166.3
ORD20020,2023-06-1,C10126,Monitor,2,674.9,146,Online,Shipped,TRK75607,4,SAVE10,Facebook,1349.8
ORD20020,2025-02-0,C36938,Monitor,3,253.98,636,Credit Car ,Cancelled,TRK52522,3,FREESHIP,Email,761.94
ORD20020,2025-01-2,C99173,Printer,3,356.84,172,Online,Shipped,TRK89849,5,SAVE10,Instagram,1070.52
ORD20020,2023-09-0,C99775,Laptop,4,413.71,478,Gift Card,Cancelled,TRK21638,9,FREESHIP,Facebook,1654.84
ORD20020,2023-03-0,C19266,Desk,3,147.39,609,Debit Card,Returned,TRK58357,3,,Email,442.17
ORD20020,2024-04-1,C31072,Laptop,4,229.1,729,Gift Card,Returned,TRK77172,8,WINTER15,Email,916.4
ORD20020,2025-03-1,C54595,Phone,1,121.96,999,Debit Card,Delivered,TRK44416,3,,Google,121.96
ORD20020,2024-10-0,C87777,Desk,2,408.32,597,Online,Shipped,TRK29003,3,FREESHIP,Facebook,816.64
ORD20020,2023-08-2,C35854,Tablet,5,187.97,706,Cash,Returned,TRK30615,9,SAVE10,Google,939.85
ORD2002,2024-12-0,C93821,Chair,3,358.48,513,Gift Card,Delivered,TRK10658,7,FREESHIP,Facebook,1075.44
ORD2002,2025-01-0,C54390,Printer,3,193.58,185,Gift Card,Pending,TRK83853,7,FREESHIP,Email,580.74
ORD2002,2023-06-2,C53215,Monitor,1,265.38,367,Credit Car ,Cancelled,TRK34751,6,WINTER15,Email,265.38
ORD2002,2023-04-2,C71122,Laptop,1,634.4,317,Cash,Cancelled,TRK54757,6,SAVE10,Email,634.4
ORD2002,2024-08-2,C29483,Desk,4,305.72,673,Online,Delivered,TRK89423,5,,Facebook,1222.88
ORD2002,2023-08-1,C26767,Printer,1,303.6,432,Cash,Shipped,TRK24585,5,FREESHIP,Facebook,303.6
ORD2002,2025-04-1,C70492,Monitor,4,496,811,Online,Cancelled,TRK84625,8,WINTER15,Google,1984
ORD2002,2024-05-2,C61549,Desk,4,321.51,908,Cash,Returned,TRK65596,9,,Google,1286.04
ORD2002,2023-04-2,C11665,Tablet,3,112.46,882,Gift Card,Shipped,TRK10993,6,SAVE10,Instagram,337.38
ORD2002,2025-05-0,C48946,Laptop,5,61.97,457,Cash,Delivered,TRK99387,6,SAVE10,Email,309.85
ORD2002,2023-07-1,C79506,Laptop,2,373.17,497,Credit Car ,Pending,TRK95188,6,SAVE10,Referral,746.34
ORD2002,2024-02-2,C93473,Tablet,5,639.37,552,Debit Card,Pending,TRK50003,6,SAVE10,Google,3196.85
ORD2002,2023-05-0,C43124,Chair,4,693.36,931,Online,Shipped,TRK17293,8,,Instagram,2773.44
ORD2002,2024-09-1,C22783,Phone,4,692.91,673,Credit Car ,Pending,TRK55009,9,SAVE10,Instagram,2771.64
ORD2002,2023-09-2,C18567,Printer,4,91.46,507,Cash,Cancelled,TRK17554,9,SAVE10,Referral,365.84
ORD2002,2024-03-1,C99879,Phone,3,273.96,692,Debit Card,Returned,TRK50246,8,SAVE10,Google,821.88
ORD2002,2025-06-2,C31501,Desk,3,588.05,242,Gift Card,Delivered,TRK93063,8,,Instagram,1764.15
ORD2002,2023-11-0,C93220,Monitor,2,365.17,353,Online,Cancelled,TRK89023,4,FREESHIP,Facebook,730.34
